DateTime,Station,Energy Production (kWh),Energy Production (W),Water Flow (m³/s)
2022-12-12,Amberd2,10341.1,37227960000.0,14454.005265925756
2022-12-13,Amberd2,10436.3,37570680000.0,14587.068605543025
2022-12-14,Amberd2,10164.7,36592920000.0,14207.44672487023
2022-12-15,Amberd2,10005.8,36020880000.0,13985.348356538467
2022-12-16,Amberd2,9971.5,35897400000.0,13937.406417999891
2022-12-17,Amberd2,10100.3,36361080000.0,14117.433289246785
2022-12-18,Amberd2,9457.7,34047720000.0,13219.255746830224
2022-12-19,Amberd2,9624.3,34647480000.0,13452.116591160442
2022-12-20,Amberd2,9862.3,35504280000.0,13784.774940203613
2022-12-21,Amberd2,9958.2,35849520000.0,13918.816686729831
2022-12-22,Amberd2,8378.3,30161879999.999996,11710.55229322855
2022-12-23,Amberd2,7678.3,27641880000.0,10732.145384278048
2022-12-24,Amberd2,9590.7,34526520000.0,13405.15305953082
2022-12-25,Amberd2,8862.7,31905720000.0,12387.609874222297
2022-12-26,Amberd2,7357.0,26485200000.0,10283.05661306977
2022-12-27,Amberd2,7805.7,28100520000.0,10910.21544170704
2022-12-28,Amberd2,8666.7,31200120000.0,12113.655939716156
2022-12-29,Amberd2,9290.4,33445440000.0,12985.416495591055
2022-12-30,Amberd2,8552.6,30789360000.0,11954.175613557225
2022-12-31,Amberd2,9086.7,32712120000.0,12700.700085086459
2023-01-01,Amberd2,8759.1,31532760000.0,12242.805651697623
2023-01-02,Amberd2,9035.6,32528160000.0,12629.276380733072
2023-01-03,Amberd2,9522.1,34279560000.0,13309.26918245367
2023-01-04,Amberd2,9234.4,33243840000.0,12907.143942875015
2023-01-05,Amberd2,8848.0,31852800000.0,12367.063329134337
2023-01-06,Amberd2,8505.0,30618000000.0,11887.643943748591
2023-01-07,Amberd2,8992.2,32371920000.0,12568.615152378141
2023-01-08,Amberd2,8873.2,31943520000.0,12402.285977856554
2023-01-09,Amberd2,8949.5,32218200000.0,12508.932330932159
2023-01-10,Amberd2,8507.800000000001,30628080000.000008,11891.557571384395
2023-01-11,Amberd2,8424.5,30328200000.0,11775.127149219285
2023-01-12,Amberd2,8339.1,30020760000.0,11655.761506327322
2023-01-13,Amberd2,8305.5,29899800000.0,11608.797974697698
2023-01-14,Amberd2,8328.6,29982960000.0,11641.085402693065
2023-01-15,Amberd2,8701.0,31323600000.0,12161.597878254732
2023-01-16,Amberd2,8803.9,31694040000.0,12305.423693870456
2023-01-17,Amberd2,8864.800000000001,31913280000.000008,12390.545094949151
2023-01-18,Amberd2,8638.0,31096800000.0,12073.541256449187
2023-01-19,Amberd2,8658.300000000001,31169880000.000008,12101.915056808753
2023-01-20,Amberd2,8927.1,32137560000.0,12477.623309845743
2023-01-21,Amberd2,8796.9,31668840000.0,12295.63962478095
2023-01-22,Amberd2,8701.7,31326120000.0,12162.576285163683
2023-01-23,Amberd2,8363.6,30108960000.0,11690.00574814059
2023-01-24,Amberd2,8211.7,29562120000.000004,11477.691448898333
2023-01-25,Amberd2,8121.400000000001,29237040000.000004,11351.476957643717
2023-01-26,Amberd2,8037.400000000001,28934640000.000004,11234.068128569657
2023-01-27,Amberd2,7878.5,28362600000.0,11011.969760237893
2023-01-28,Amberd2,8315.3,29935079999.999996,11622.495671423005
2023-01-29,Amberd2,8604.4,30975840000.0,12026.577724819563
2023-01-30,Amberd2,8290.800000000001,29846880000.000004,11588.25142960974
2023-01-31,Amberd2,8528.1,30701160000.0,11919.931371743958
2023-02-01,Amberd2,8871.1,31935960000.0,12399.350757129703
2023-02-02,Amberd2,8859.2,31893120000.0,12382.717839677545
2023-02-03,Amberd2,8164.1,29390760000.0,11411.159779089698
2023-02-04,Amberd2,8301.3,29884679999.999996,11602.927533243994
2023-02-05,Amberd2,9230.2,33228720000.0,12901.27350142131
2023-02-06,Amberd2,6630.4,23869440000.0,9267.470241579149
2023-02-07,Amberd2,5142.900000000001,18514440000.000004,7188.3555600593345
2023-02-08,Amberd2,12866.0,46317600000.0,17983.118986510213
2023-02-09,Amberd2,11095.0,39942000000.0,15507.749506865446
2023-02-10,Amberd2,9464.7,34072920000.0,13229.039815919728
2023-02-11,Amberd2,8757.0,31525200000.0,12239.870430970772
2023-02-12,Amberd2,8638.0,31096800000.0,12073.541256449187
2023-02-13,Amberd2,7800.8,28082880000.0,10903.366593344386
2023-02-14,Amberd2,7994.7,28780920000.0,11174.385307123675
2023-02-15,Amberd2,9517.9,34264440000.0,13303.398740999966
2023-02-16,Amberd2,8784.300000000001,31623480000.000008,12278.028300419845
2023-02-17,Amberd2,7648.2,27533520000.0,10690.073887193177
2023-02-18,Amberd2,9877.0,35557200000.0,13805.321485291573
2023-02-19,Amberd2,8886.5,31991400000.0,12420.875709126614
2023-02-20,Amberd2,9153.2,32951520000.0,12793.648741436755
2023-02-21,Amberd2,8343.300000000001,30035880000.000004,11661.631947781027
2023-02-22,Amberd2,8176.0,29433600000.0,11427.792696541856
2023-02-23,Amberd2,10555.3,37999080000.0,14753.39778006461
2023-02-24,Amberd2,9189.6,33082560000.0,12844.525900702181
2023-02-25,Amberd2,8788.5,31638600000.0,12283.898741873545
2023-02-26,Amberd2,8904.7,32056920000.0,12446.314288759328
2023-02-27,Amberd2,8586.900000000001,30912840000.000008,12002.117552095802
2023-02-28,Amberd2,8796.9,31668840000.0,12295.63962478095
2023-03-01,Amberd2,9096.5,32747400000.0,12714.397781811766
2023-03-02,Amberd2,8878.1,31961160000.0,12409.134826219208
2023-03-03,Amberd2,9610.3,34597080000.0,13432.548452981433
2023-03-04,Amberd2,9506.0,34221600000.0,13286.765823547808
2023-03-05,Amberd2,9677.5,34839000000.0,13526.475516240682
2023-03-06,Amberd2,7315.0,26334000000.0,10224.352198532739
2023-03-07,Amberd2,11202.8,40330080000.0,15658.424170843824
2023-03-08,Amberd2,10350.9,37263240000.0,14467.702962651063
2023-03-09,Amberd2,10136.0,36489600000.0,14167.33204160326
2023-03-10,Amberd2,9959.6,35854560000.0,13920.773500547733
2023-03-11,Amberd2,10077.9,36280440000.0,14086.124268160367
2023-03-12,Amberd2,10217.2,36781920000.0,14280.827243041518
2023-03-13,Amberd2,10350.9,37263240000.0,14467.702962651063
2023-03-14,Amberd2,11566.8,41640480000.0,16167.195763498084
2023-03-15,Amberd2,13838.3,49817880000.0,19342.126183042463
2023-03-16,Amberd2,14314.3,51531480000.0,20007.4428811288
2023-03-17,Amberd2,12286.4,44231040000.0,17172.9980658992
2023-03-18,Amberd2,12222.7,44001720000.0,17083.963037184705
2023-03-19,Amberd2,12012.7,43245720000.0,16790.440964499554
2023-03-20,Amberd2,10724.0,38606400000.0,14989.193845121681
2023-03-21,Amberd2,10102.4,36368640000.0,14120.368509973636
2023-03-22,Amberd2,10558.8,38011680000.0,14758.289814609363
2023-03-23,Amberd2,10736.6,38651760000.0,15006.80516948279
2023-03-24,Amberd2,6778.1,24401160000.0,9473.914099367705
2023-03-25,Amberd2,11949.7,43018920000.0,16702.384342694008
2023-03-26,Amberd2,13631.8,49074480000.0,19053.496144902063
2023-03-27,Amberd2,15008.0,54028800000.0,20977.04412789875
2023-03-28,Amberd2,12547.5,45171000000.0,17537.943842937737
2023-03-29,Amberd2,12572.0,45259200000.0,17572.188084751004
2023-03-30,Amberd2,11822.3,42560280000.0,16524.314285265016
2023-03-31,Amberd2,10672.9,38422440000.0,14917.770140768294
2023-04-01,Amberd2,10399.2,37437120000.0,14535.213039368648
2023-04-02,Amberd2,9566.9,34440840000.0,13371.887224626502
2023-04-03,Amberd2,11687.9,42076440000.0,16336.46015874652
2023-04-04,Amberd2,12700.1,45720360000.0,17751.236549088946
2023-04-05,Amberd2,15211.0,54759600000.0,21260.782131494394
2023-04-06,Amberd2,16594.2,59739120000.0,23194.114183580587
2023-04-07,Amberd2,15398.6,55434960000.0,21522.995183093128
2023-04-08,Amberd2,14105.7,50780520000.0,19715.877622261552
2023-04-09,Amberd2,12189.8,43883280000.0,17037.97791246403
2023-04-10,Amberd2,13026.3,46894680000.0,18207.17416865988
2023-04-11,Amberd2,12583.2,45299520000.0,17587.842595294213
2023-04-12,Amberd2,31333.4,112800240000.0,43795.450058442344
2023-04-13,Amberd2,28949.2,104217120000.0,40462.996126556936
2023-04-14,Amberd2,21662.2,77983920000.0,30277.780204382216
2023-04-15,Amberd2,19199.6,69118560000.0,26835.74469869435
2023-04-16,Amberd2,18307.1,65905560000.0,25588.27588978246
2023-04-17,Amberd2,20738.9,74660040000.0,28987.261491476504
2023-04-18,Amberd2,26739.3,96261480000.0,37374.165515000204
2023-04-19,Amberd2,37956.8,136644480000.0,53053.13623093199
2023-04-20,Amberd2,47143.6,169716960000.0,65893.74850399836
2023-04-21,Amberd2,46154.5,166156200000.0,64511.25954165131
2023-04-22,Amberd2,40712.0,146563200000.0,56904.14582456116
2023-04-23,Amberd2,39132.1,140875560000.0,54695.881431059875
2023-04-24,Amberd2,43157.8,155368080000.0,60322.69956443421
2023-04-25,Amberd2,42670.6,153614160000.0,59641.72835580466
2023-04-26,Amberd2,45031.0,162111600000.0,62940.91645278575
2023-04-27,Amberd2,44510.2,160236720000.0,62212.981712526576
2023-04-28,Amberd2,43793.4,157656240000.0,61211.09303776127
2023-04-29,Amberd2,43782.9,157618440000.0,61196.41693412701
2023-04-30,Amberd2,51066.4,183839040000.0,71376.74082175698
2023-05-01,Amberd2,49161.0,176979600000.0,68713.5172155937
2023-05-02,Amberd2,45528.0,163900800000.0,63635.585358140605
2023-05-03,Amberd2,40100.2,144360720000.0,56049.01818613842
2023-05-04,Amberd2,32893.7,118417319999.99998,45976.319058493005
2023-05-05,Amberd2,29992.9,107974440000.0,41921.80082780213
2023-05-06,Amberd2,33532.1,120715560000.0,46868.62615945587
2023-05-07,Amberd2,38857.0,139885200000.0,54311.36751584233
2023-05-08,Amberd2,44636.9,160692840000.0,62390.07336304662
2023-05-09,Amberd2,46415.6,167096160000.0,64876.20531868984
2023-05-10,Amberd2,51479.4,185325840000.0,71954.00089803778
2023-05-11,Amberd2,65046.8,234168480000.0,90917.48360731639
2023-05-12,Amberd2,76081.6,273893760000.0,106341.09012001209
2023-05-13,Amberd2,83422.5,300321000000.0,116601.643374176
2023-05-14,Amberd2,76295.1,274662360000.0,106639.504227242
2023-05-15,Amberd2,60746.0,218685600000.0,84906.15155872451
2023-05-16,Amberd2,47638.5,171498600000.0,66585.48218862637
2023-05-17,Amberd2,44261.7,159342120000.0,61865.64725984915
2023-05-18,Amberd2,61137.3,220094280000.0,85453.08102082784
2023-05-19,Amberd2,84965.3,305875080000.0,118758.0522015029
2023-05-20,Amberd2,88247.6,317691360000.0,123345.8021975718
2023-05-21,Amberd2,97470.8,350894880000.0,136237.2916299036
2023-05-22,Amberd2,73253.6,263712960000.0,102388.32620785206
2023-05-23,Amberd2,90983.2,327539520000.0,127169.41639775036
2023-05-24,Amberd2,103109.3,371193480000.0,144118.3592814999
2023-05-25,Amberd2,108889.9,392003640000.0,152198.04353561313
2023-05-26,Amberd2,119297.5,429471000000.0,166744.9974578892
2023-05-27,Amberd2,124894.0,449618400000.0,174567.36069494844
2023-05-28,Amberd2,129545.5,466363800000.0,181068.87460492452
2023-05-29,Amberd2,128389.8,462203280000.0,179453.52479824726
2023-05-30,Amberd2,129425.8,465932880000.0,180901.567023494
2023-05-31,Amberd2,129417.4,465902640000.0,180889.82614058658
2023-06-01,Amberd2,130568.2,470045520000.0,182498.3270989012
2023-06-02,Amberd2,131737.9,474256440000.0,184133.2450437575
2023-06-03,Amberd2,131876.5,474755400000.0,184326.9696117297
2023-06-04,Amberd2,131963.3,475067879999.99994,184448.29206843954
2023-06-05,Amberd2,131803.7,474493320000.00006,184225.21529319888
2023-06-06,Amberd2,132070.4,475453440000.0,184597.98832550898
2023-06-07,Amberd2,131362.7,472905720000.00006,183608.81894056004
2023-06-08,Amberd2,126835.8,456608880000.0,177281.46146037715
2023-06-09,Amberd2,130222.4,468800640000.0,182014.99408587968
2023-06-10,Amberd2,126933.1,456959160000.0,177417.46002072125
2023-06-11,Amberd2,121114.7,436012920000.0,169284.9417935247
2023-06-12,Amberd2,112179.9,403847640000.0,156796.55600768048
2023-06-13,Amberd2,115813.6,416928960000.0,161875.46627204254
2023-06-14,Amberd2,108199.0,389516400000.0,151232.355916479
2023-06-15,Amberd2,79134.3,284883480000.0,110607.92264994522
2023-06-16,Amberd2,74273.5,267384600000.0,103813.86507419295
2023-06-17,Amberd2,88125.1,317250360000.0,123174.58098850546
2023-06-18,Amberd2,91101.5,327965400000.0,127334.767165363
2023-06-19,Amberd2,74826.5,269375400000.0,104586.80653226384
2023-06-20,Amberd2,73028.90000000001,262904040000.00006,102074.25759007898
2023-06-21,Amberd2,59064.600000000006,212632560000.00003,82556.01816342541
2023-06-22,Amberd2,64387.4,231794640000.0,89995.82429908501
2023-06-23,Amberd2,70520.1,253872360000.0,98567.64722840035
2023-06-24,Amberd2,64283.100000000006,231419160000.00003,89850.0416696514
2023-06-25,Amberd2,53830.0,193788000000.0,75239.49129829355
2023-06-26,Amberd2,56583.8,203701680000.0,79088.54407810482
2023-06-27,Amberd2,67032.7,241317720000.0,93693.22400800895
2023-06-28,Amberd2,60701.9,218526840000.0,84844.51192346062
2023-06-29,Amberd2,64463.7,232069320000.0,90102.47065216061
2023-06-30,Amberd2,64220.1,231192360000.0,89761.98504784584
2023-07-01,Amberd2,57855.0,208278000000.0,80865.33102475894
2023-07-02,Amberd2,43833.3,157799880000.0,61266.862231571446
2023-07-03,Amberd2,40777.1,146797560000.0,56995.13766709356
2023-07-04,Amberd2,41659.8,149975280000.0,58228.90877928014
2023-07-05,Amberd2,52205.3,187939080000.0,72968.60886261944
2023-07-06,Amberd2,41247.5,148491000000.0,57652.627109908295
2023-07-07,Amberd2,42424.2,152727120000.0,59297.329123854084
2023-07-08,Amberd2,44153.2,158951520000.0,61713.99418896182
2023-07-09,Amberd2,39111.8,140802480000.0,54667.50763070031
2023-07-10,Amberd2,32998.0,118792800000.0,46122.10168792663
2023-07-11,Amberd2,32371.5,116537400000.0,45246.42750441594
2023-07-12,Amberd2,24471.300000000003,88096680000.00002,34204.12713000058
2023-07-13,Amberd2,21737.1,78253560000.0,30382.46974363992
2023-07-14,Amberd2,20105.4,72379440000.0,28101.8032388763
2023-07-15,Amberd2,18834.9,67805640000.0,26325.99469913114
2023-07-16,Amberd2,18127.9,65260440000.0,25337.80372109113
2023-07-17,Amberd2,16881.9,60774840000.0,23596.23942315924
2023-07-18,Amberd2,16056.6,57803760000.0,22442.6976775066
2023-07-19,Amberd2,14418.6,51906960000.0,20153.225510562428
2023-07-20,Amberd2,14072.1,50659560000.0,19668.91409063193
2023-07-21,Amberd2,13527.5,48699000000.0,18907.71351546844
2023-07-22,Amberd2,13284.6,47824560000.0,18568.206318062614
2023-07-23,Amberd2,12452.3,44828280000.0,17404.88050332047
2023-07-24,Amberd2,10882.9,39178440000.0,15211.292213453444
2023-07-25,Amberd2,14791.0,53247600000.0,20673.737986124095
2023-07-26,Amberd2,14287.7,51435720000.0,19970.26341858868
2023-07-27,Amberd2,4201.4,15125040000.0,5872.398267520909
2023-07-28,Amberd2,11577.3,41678280000.0,16181.871867132342
2023-07-29,Amberd2,11049.5,39778200000.0,15444.153057783664
2023-07-30,Amberd2,10643.5,38316600000.0,14876.677050592372
2023-07-31,Amberd2,10649.8,38339280000.0,14885.482712772928
2023-08-01,Amberd2,10087.0,36313200000.0,14098.843557976725
2023-08-02,Amberd2,9607.5,34587000000.0,13428.63482534563
2023-08-03,Amberd2,9370.9,33735240000.0,13097.933290120362
2023-08-04,Amberd2,10322.2,37159920000.0,14427.588279384092
2023-08-05,Amberd2,14798.7,53275320000.0,20684.50046212255
2023-08-06,Amberd2,10658.2,38369520000.0,14897.223595680334
2023-08-07,Amberd2,9691.5,34889400000.0,13546.043654419691
2023-08-08,Amberd2,9079.7,32686920000.0,12690.916015996952
2023-08-09,Amberd2,8906.1,32061960000.0,12448.271102577228
2023-08-10,Amberd2,8443.4,30396240000.0,11801.544135760947
2023-08-11,Amberd2,8220.1,29592360000.0,11489.432331805738
2023-08-12,Amberd2,7983.5,28740600000.0,11158.730796580468
2023-08-13,Amberd2,7438.2,26777520000.0,10396.551814508028
2023-08-14,Amberd2,7176.4,25835040000.0,10030.62763056054
2023-08-15,Amberd2,8741.6,31469760000.0,12218.34547897386
2023-08-16,Amberd2,8852.2,31867920000.0,12372.93377058804
2023-08-17,Amberd2,8627.5,31059000000.0,12058.86515281493
2023-08-18,Amberd2,8561.7,30822120000.0,11966.894903373583
2023-08-19,Amberd2,8561.7,30822120000.0,11966.894903373583
2023-08-20,Amberd2,8458.1,30449160000.0,11822.090680848907
2023-08-21,Amberd2,6909.7,24874920000.0,9657.854598250398
2023-08-22,Amberd2,2161.6,7781760000.0,3021.320534839148
2023-08-23,Amberd2,6930.0,24948000000.0,9686.228398609963
2023-08-24,Amberd2,8262.800000000001,29746080000.000004,11549.11515325172
2023-08-25,Amberd2,8382.5,30177000000.0,11716.422734682254
2023-08-26,Amberd2,8531.6,30713760000.0,11924.82340628871
2023-08-27,Amberd2,8404.2,30255120000.0,11746.75334885972
2023-08-28,Amberd2,8264.9,29753640000.0,11552.050373978569
2023-08-29,Amberd2,15286.6,55031760000.0,21366.450077661048
2023-08-30,Amberd2,12033.0,43318800000.0,16818.81476485912
2023-08-31,Amberd2,10272.5,36981000000.0,14358.121388848607
2023-09-01,Amberd2,9640.4,34705440000.0,13474.619950066304
2023-09-02,Amberd2,9347.1,33649560000.0,13064.667455216044
2023-09-03,Amberd2,9163.7,32989320000.0,12808.324845071013
2023-09-04,Amberd2,9041.9,32550840000.0,12638.082042913626
2023-09-05,Amberd2,8827.0,31777200000.0,12337.711121865823
2023-09-06,Amberd2,8732.5,31437000000.0,12205.626189157505
2023-09-07,Amberd2,8778.7,31603320000.0,12270.201045148237
2023-09-08,Amberd2,8895.6,32024160000.0,12433.594998942972
2023-09-09,Amberd2,9853.2,35471520000.0,13772.055650387258
2023-09-10,Amberd2,11655.7,41960520000.0,16291.453440934798
2023-09-11,Amberd2,10713.5,38568600000.0,14974.517741487423
2023-09-12,Amberd2,13059.2,47013120000.0,18253.15929338055
2023-09-13,Amberd2,12066.6,43439760000.0,16865.77829648874
2023-09-14,Amberd2,11347.7,40851720000.0,15860.954400996578
2023-09-15,Amberd2,10485.3,37747080000.0,14655.557089169559
2023-09-16,Amberd2,10141.6,36509760000.0,14175.159296874863
2023-09-17,Amberd2,9896.6,35627760000.0,13832.716878742189
2023-09-18,Amberd2,9846.2,35446320000.0,13762.271581297751
2023-09-19,Amberd2,8840.300000000001,31825080000.000008,12356.300853135885
2023-09-20,Amberd2,9342.9,33634440000.0,13058.797013762342
2023-09-21,Amberd2,9820.3,35353080000.0,13726.070525666584
2023-09-22,Amberd2,9274.3,33387480000.0,12962.913136685193
2023-09-23,Amberd2,9087.4,32714640000.0,12701.678491995408
2023-09-24,Amberd2,9009.0,32432400000.0,12592.096918192952
2023-09-25,Amberd2,10691.8,38490480000.0,14944.187127309957
2023-09-26,Amberd2,12996.2,46786320000.0,18165.10267157501
2023-09-27,Amberd2,10969.7,39490920000.0,15332.614670163306
2023-09-28,Amberd2,9936.5,35771400000.0,13888.486072552367
2023-09-29,Amberd2,9920.4,35713440000.0,13865.982713646505
2023-09-30,Amberd2,11263.0,40546800000.0,15742.567165013566
2023-10-01,Amberd2,10775.1,38790360000.0,15060.617549475068
2023-10-02,Amberd2,20187.3,72674280000.0,28216.276847223508
2023-10-03,Amberd2,15720.6,56594160000.0,21973.06236121036
2023-10-04,Amberd2,15862.7,57105720000.0,22171.67896372731
2023-10-05,Amberd2,14279.3,51405480000.0,19958.522535681277
2023-10-06,Amberd2,13230.7,47630520000.0,18492.868986073427
2023-10-07,Amberd2,12729.5,45826200000.0,17792.329639264866
2023-10-08,Amberd2,12222.0,43999200000.0,17082.984630275754
2023-10-09,Amberd2,11959.5,43054200000.0,16716.082039419314
2023-10-10,Amberd2,11880.4,42769440000.0,16605.52205870791
2023-10-11,Amberd2,12010.6,43238160000.0,16787.5057437727
2023-10-12,Amberd2,9447.9,34012440000.0,13205.558050104917
2023-10-13,Amberd2,11790.8,42446880000.0,16480.285974362243
2023-10-14,Amberd2,11943.4,42996240000.0,16693.578680513456
2023-10-15,Amberd2,11813.2,42527520000.0,16511.59499544866
2023-10-16,Amberd2,13180.3,47449080000.0,18422.42368862899
2023-10-17,Amberd2,12265.4,44155440000.0,17143.645858630684
2023-10-18,Amberd2,13178.2,47441520000.0,18419.488467902138
2023-10-19,Amberd2,19099.5,68758200000.0,26695.83251071443
2023-10-20,Amberd2,14883.4,53580240000.0,20802.88769810556
2023-10-21,Amberd2,13636.0,49089600000.0,19059.366586355765
2023-10-22,Amberd2,11939.9,42983640000.0,16688.6866459687
2023-10-23,Amberd2,12695.9,45705240000.0,17745.366107635244
2023-10-24,Amberd2,13248.9,47696040000.0,18518.307565706138
2023-10-25,Amberd2,13096.3,47146680000.0,18305.01485955493
2023-10-26,Amberd2,12996.2,46786320000.0,18165.10267157501
2023-10-27,Amberd2,12606.3,45382680000.0,17620.130023289577
2023-10-28,Amberd2,12057.5,43407000000.0,16853.059006672385
2023-10-29,Amberd2,11968.6,43086960000.0,16728.801329235674
2023-10-30,Amberd2,11711.0,42159600000.0,16368.747586741887
2023-10-31,Amberd2,11533.2,41519520000.0,16120.23223186846
2023-11-01,Amberd2,11423.3,41123880000.0,15966.622347163231
2023-11-02,Amberd2,11434.5,41164200000.0,15982.27685770644
2023-11-03,Amberd2,11823.0,42562800000.0,16525.292692173967
2023-11-04,Amberd2,10467.8,37684080000.0,14631.096916445797
2023-11-05,Amberd2,9867.2,35521920000.0,13791.623788566267
2023-11-06,Amberd2,9727.9,35020440000.0,13596.920813685118
2023-11-07,Amberd2,10000.2,36000720000.0,13977.521101266862
2023-11-08,Amberd2,9322.6,33561360000.0,13030.423213402777
2023-11-09,Amberd2,9507.4,34226640000.0,13288.722637365709
2023-11-10,Amberd2,10082.1,36295560000.0,14091.994709614071
2023-11-11,Amberd2,9967.3,35882280000.0,13931.535976546189
2023-11-12,Amberd2,9762.2,35143920000.0,13644.862752223691
2023-11-13,Amberd2,9662.8,34786080000.0,13505.92897115272
2023-11-14,Amberd2,10662.4,38384640000.0,14903.094037134037
2023-11-15,Amberd2,10474.8,37709280000.0,14640.880985535303
2023-11-16,Amberd2,10580.5,38089800000.0,14788.620428786828
2023-11-17,Amberd2,12188.4,43878240000.0,17036.021098646128
2023-11-18,Amberd2,11148.2,40133520000.0,15582.108431945684
2023-11-19,Amberd2,11468.8,41287680000.0,16030.218796245013
2023-11-20,Amberd2,15322.3,55160280000.0,21416.348830017523
2023-11-21,Amberd2,12520.9,45075240000.0,17500.764380397617
2023-11-22,Amberd2,12686.8,45672480000.0,17732.646817818888
2023-11-23,Amberd2,12835.9,46209240000.0,17941.047489425342
2023-11-24,Amberd2,12613.3,45407880000.0,17629.914092379084
2023-11-25,Amberd2,12106.5,43583400000.0,16921.54749029892
2023-11-26,Amberd2,9969.4,35889840000.0,13934.47119727304
2023-11-27,Amberd2,12035.8,43328880000.0,16822.72839249492
2023-11-28,Amberd2,11496.1,41385960000.0,16068.376665694084
2023-11-29,Amberd2,11528.3,41501880000.0,16113.383383505807
2023-11-30,Amberd2,11588.5,41718600000.0,16197.52637767555
2023-12-01,Amberd2,11470.9,41295240000.0,16033.154016971866
2023-12-02,Amberd2,11337.2,40813920000.0,15846.27829736232
2023-12-03,Amberd2,11423.3,41123880000.0,15966.622347163231
2023-12-04,Amberd2,6806.8,24504480000.0,9514.028782634676
2023-12-05,Amberd2,0.0,0.0,0.0
2023-12-06,Amberd2,849.8,3059280000.0,1187.7859874659086
2023-12-07,Amberd2,11127.9,40060440000.0,15553.73463158612
2023-12-08,Amberd2,11567.5,41643000000.0,16168.174170407035
2023-12-09,Amberd2,12267.5,44163000000.0,17146.581079357537
2023-12-10,Amberd2,12546.1,45165960000.0,17535.987029119835
2023-12-11,Amberd2,11937.1,42973560000.0,16684.7730183329
2023-12-12,Amberd2,12331.2,44392320000.0,17235.61610807203
2023-12-13,Amberd2,12200.3,43921080000.0,17052.654016098288
2023-12-14,Amberd2,11543.7,41557320000.0,16134.908335502718
2023-12-15,Amberd2,11570.3,41653080000.0,16172.087798042836
2023-12-16,Amberd2,11741.1,42267960000.0,16410.81908382676
2023-12-17,Amberd2,10896.2,39226320000.0,15229.881944723504
2023-12-18,Amberd2,10903.2,39251520000.0,15239.666013813008
2023-12-19,Amberd2,12200.3,43921080000.0,17052.654016098288
2023-12-20,Amberd2,11233.6,40440960000.0,15701.474074837646
2023-12-21,Amberd2,11400.9,41043240000.0,15935.313326076815
2023-12-22,Amberd2,11293.1,40655160000.0,15784.638662098438
2023-12-23,Amberd2,11596.2,41746320000.0,16208.288853674005
2023-12-24,Amberd2,7618.1,27425160000.0,10648.002390108306
2023-12-25,Amberd2,3993.5,14376600000.0,5581.81141556261
2023-12-26,Amberd2,14672.7,52821720000.0,20508.38721851146
2023-12-27,Amberd2,15409.1,55472760000.0,21537.671286727385
2023-12-28,Amberd2,12978.0,46720800000.0,18139.664091942293
2023-12-29,Amberd2,12906.6,46463760000.0,18039.866587229342
2023-12-30,Amberd2,11584.3,41703480000.0,16191.655936221847
2023-12-31,Amberd2,11378.5,40962600000.0,15904.0043049904
2024-01-01,Amberd2,11295.2,40662720000.0,15787.573882825289
2024-01-02,Amberd2,9244.9,33281640000.0,12921.82004650927
2024-01-03,Amberd2,11193.7,40297320000.0,15645.704881027466
2024-01-04,Amberd2,10785.6,38828160000.0,15075.293653109326
2024-01-05,Amberd2,10420.9,37515240000.0,14565.543653546114
2024-01-06,Amberd2,11338.6,40818960000.0,15848.23511118022
2024-01-07,Amberd2,11666.2,41998320000.0,16306.129544569056
2024-01-08,Amberd2,11558.4,41610240000.0,16155.454880590678
2024-01-09,Amberd2,11683.0,42058800000.0,16329.611310383867
2024-01-10,Amberd2,11351.9,40866840000.0,15866.82484245028
2024-01-11,Amberd2,11284.7,40624920000.0,15772.897779191033
2024-01-12,Amberd2,11195.1,40302360000.0,15647.661694845368
2024-01-13,Amberd2,11137.7,40095720000.0,15567.432328311426
2024-01-14,Amberd2,11949.7,43018920000.0,16702.384342694008
2024-01-15,Amberd2,11491.2,41368320000.0,16061.527817331431
2024-01-16,Amberd2,11291.0,40647600000.0,15781.703441371586
2024-01-17,Amberd2,11286.8,40632480000.0,15775.832999917884
2024-01-18,Amberd2,10992.8,39574080000.0,15364.902098158673
2024-01-19,Amberd2,10886.4,39191040000.0,15216.184247998197
2024-01-20,Amberd2,11050.9,39783240000.0,15446.109871601564
2024-01-21,Amberd2,11125.8,40052880000.0,15550.799410859268
2024-01-22,Amberd2,11306.4,40703040000.0,15803.228393368498
2024-01-23,Amberd2,9670.5,34813800000.0,13516.691447151175
2024-01-24,Amberd2,42498.68108571429,152995251908.57147,59401.43313649552
2024-01-25,Amberd2,131191.58074285716,472289690674.28577,183369.6414213557
2024-01-26,Amberd2,180930.5280714286,651349901057.143,252890.96957878338
2024-01-27,Amberd2,181185.8905,652269205800.0,253247.89581364143
2024-01-28,Amberd2,181218.2393,652385661479.9999,253293.11051280747
2024-01-29,Amberd2,181259.7025,652534929000.0,253351.0646290178
2024-01-30,Amberd2,181296.0704,652665853440.0,253401.89692133784
2024-01-31,Amberd2,181332.0922,652795531920.0001,253452.24546132763
2024-02-01,Amberd2,181368.4988,652926595680.0,253503.13184557244
2024-02-02,Amberd2,181402.6089,653049392040.0,253550.80835629386
2024-02-03,Amberd2,181434.963,653165866800.0,253596.03046339797
2024-02-04,Amberd2,181471.9116,653298881760.0,253647.6744141352
