Date,Station,Energy Production (kWh),Water_Flow_m3_s,avgtempC,totalprecipMM,humidity,pressureMB,Month,WaterFlow_Diff_1d,WaterFlow_Diff_7d,WaterFlow_3day_avg,WaterFlow_7day_avg,Temp_Deviation,WaterFlow_Humidity,month_sin,month_cos,Normalized_Efficiency,Prev_Day_Efficiency,Prev_Week_Efficiency
2022-01-04,Amberd 3,1455.962244989938,18022.75229357798,-2,0.4,56,1020,1,-2104.887074342514,-433.86110270869904,17644.706685246852,16720.653304453743,-15.545579974376663,1009274.1284403669,0.49999999999999994,0.8660254037844387,-0.55969264759899,20127.639367920496,18456.61339628668
2022-01-04,Amberd 3,1455.962244989938,18147.49134721389,-2,0.4,56,1020,1,124.73905363590893,1950.7940995074641,18765.96100290412,16999.338175811958,-15.545579974376663,1016259.5154439779,0.49999999999999994,0.8660254037844387,-0.5582968240194759,18022.75229357798,16196.697247706426
2022-01-05,Amberd 3,321.22922166215176,18441.47214838423,-2,0.0,59,1025,1,293.98080117033896,1847.690972583725,18203.9052630587,17263.294029038203,-15.545579974376663,1088046.8567546695,0.49999999999999994,0.8660254037844387,-0.55500719400997,18147.49134721389,16593.781175800505
2022-01-05,Amberd 3,321.22922166215176,16296.51376146789,-2,0.0,59,1025,1,-2144.95838691634,-611.7177711947916,17628.492419022,17175.90577601037,-15.545579974376663,961494.3119266055,0.49999999999999994,0.8660254037844387,-0.5790091677805385,18441.47214838423,16908.23153266268
2022-01-05,Amberd 3,321.22922166215176,16646.61514888383,-2,0.0,59,1025,1,350.1013874159398,2234.8720296177744,17128.200352911983,17495.173208812914,-15.545579974376663,982150.293784146,0.49999999999999994,0.8660254037844387,-0.5750915513041286,16296.51376146789,14411.743119266055
2022-01-06,Amberd 3,81.40747699390886,18082.435307497453,-1,0.0,59,1030,1,1435.8201586136238,3298.706913255377,17008.521405949723,17966.417053563684,-14.545579974376663,1066863.6831423498,0.49999999999999994,0.8660254037844387,-0.5590247977500692,16646.61514888383,14783.728394242076
2022-01-06,Amberd 3,81.40747699390886,16164.40366972477,-1,0.0,59,1030,1,-1918.031637772683,-3963.2356981957255,16964.484708702017,17400.240525250007,-14.545579974376663,953699.8165137614,0.49999999999999994,0.8660254037844387,-0.5804874728964733,18082.435307497453,20127.639367920496
2022-01-06,Amberd 3,81.40747699390886,16418.646339098363,-1,0.0,59,1030,1,254.24266937359243,-1604.105954479619,16888.495105440194,17171.082531752916,-14.545579974376663,968700.1340068034,0.49999999999999994,0.8660254037844387,-0.5776425105331534,16164.40366972477,18022.75229357798
2022-01-07,Amberd 3,-174.8797441937313,17799.29397172169,-2,0.0,65,1029,1,1380.6476326233278,-348.1973754922001,16794.114660181607,17121.340049539747,-15.545579974376663,1156954.10816191,0.49999999999999994,0.8660254037844387,-0.5621931347006165,16418.646339098363,18147.49134721389
2022-01-07,Amberd 3,-174.8797441937313,15700.550458715596,-2,0.0,65,1029,1,-2098.743513006095,-2740.921689668634,16639.496923178547,16729.779808158513,-15.545579974376663,1020535.7798165138,0.49999999999999994,0.8660254037844387,-0.5856779664146445,17799.29397172169,18441.47214838423
2022-01-07,Amberd 3,-174.8797441937313,16064.463038058282,-2,0.0,65,1029,1,363.9125793426865,-232.0507234096076,16521.435822831856,16696.629704814284,-15.545579974376663,1044190.0974737883,0.49999999999999994,0.8660254037844387,-0.5816058034125826,15700.550458715596,16296.51376146789
2022-01-08,Amberd 3,-403.9389680077074,17765.793960737527,-1,0.0,70,1028,1,1701.3309226792444,1119.178811853697,16510.2691525038,16856.512392221954,-14.545579974376663,1243605.5772516269,0.49999999999999994,0.8660254037844387,-0.5625679980965035,16064.463038058282,16646.61514888383
