Date,Station,Energy Production (kWh),Water_Flow_m3_s,avgtempC,totalprecipMM,humidity,pressureMB,Month,Efficiency,WaterFlow_Diff_1d,WaterFlow_Diff_7d,WaterFlow_3day_avg,WaterFlow_7day_avg,Temp_Deviation,WaterFlow_Humidity,month_sin,month_cos,Normalized_Efficiency,Prev_Day_Efficiency,Prev_Week_Efficiency
2022-01-04,Amberd 3,1441.5142625586595,18022.75229357798,-2,0.4,56,1020,1,0.0799830258485166,-2104.887074342514,-433.86110270869904,17644.706685246852,16720.653304453743,-15.619667893009844,1009274.1284403669,0.49999999999999994,0.8660254037844387,-2.2997891767131295,0.07161864519771505,0.008496781495044807
2022-01-04,Amberd 3,1441.5142625586595,18147.49134721389,-2,0.4,56,1020,1,0.07943325250737586,124.73905363590893,1950.7940995074641,18765.96100290412,16999.338175811958,-15.619667893009844,1016259.5154439779,0.49999999999999994,0.8660254037844387,-2.2839812878993766,0.0799830258485166,0.009682332686003122
2022-01-05,Amberd 3,218.928049772363,18441.47214838423,-2,0.0,59,1025,1,0.011871506136322454,293.98080117033896,1847.690972583725,18203.9052630587,17263.294029038203,-15.619667893009844,1088046.8567546695,0.49999999999999994,0.8660254037844387,-0.3413469424788489,0.07943325250737586,0.009450637531334053
2022-01-05,Amberd 3,218.928049772363,16296.51376146789,-2,0.0,59,1025,1,0.013434041966080192,-2144.95838691634,-611.7177711947916,17628.492419022,17175.90577601037,-15.619667893009844,961494.3119266055,0.49999999999999994,0.8660254037844387,-0.38627526259903555,0.011871506136322454,-0.057022696575853286
2022-01-05,Amberd 3,218.928049772363,16646.61514888383,-2,0.0,59,1025,1,0.013151505445059943,350.1013874159398,2234.8720296177744,17128.200352911983,17495.173208812914,-15.619667893009844,982150.293784146,0.49999999999999994,0.8660254037844387,-0.37815135848093945,0.013434041966080192,-0.06690050942084791
2022-01-06,Amberd 3,-21.9679591285676,18082.435307497453,-1,0.0,59,1030,1,-0.0012148783476891027,1435.8201586136238,3298.706913255377,17008.521405949723,17966.417053563684,-14.619667893009844,1066863.6831423498,0.49999999999999994,0.8660254037844387,0.03493196269331122,0.013151505445059943,-0.06521717192104357
2022-01-06,Amberd 3,-21.9679591285676,16164.40366972477,-1,0.0,59,1030,1,-0.001359033069046193,-1918.031637772683,-3963.2356981957255,16964.484708702017,17400.240525250007,-14.619667893009844,953699.8165137614,0.49999999999999994,0.8660254037844387,0.039076910504825924,-0.0012148783476891027,0.07161864519771505
2022-01-06,Amberd 3,-21.9679591285676,16418.646339098363,-1,0.0,59,1030,1,-0.0013379884476989094,254.24266937359243,-1604.105954479619,16888.495105440194,17171.082531752916,-14.619667893009844,968700.1340068034,0.49999999999999994,0.8660254037844387,0.038471804710326823,-0.001359033069046193,0.0799830258485166
2022-01-07,Amberd 3,-207.24695862361293,17799.29397172169,-2,0.0,65,1029,1,-0.011643549398806088,1380.6476326233278,-348.1973754922001,16794.114660181607,17121.340049539747,-15.619667893009844,1156954.10816191,0.49999999999999994,0.8660254037844387,0.33479239628436164,-0.0013379884476989094,0.07943325250737586
2022-01-07,Amberd 3,-207.24695862361293,15700.550458715596,-2,0.0,65,1029,1,-0.013199980419066596,-2098.743513006095,-2740.921689668634,16639.496923178547,16729.779808158513,-15.619667893009844,1020535.7798165138,0.49999999999999994,0.8660254037844387,0.37954518197510295,-0.011643549398806088,0.011871506136322454
2022-01-07,Amberd 3,-207.24695862361293,16064.463038058282,-2,0.0,65,1029,1,-0.012900957730901098,363.9125793426865,-232.0507234096076,16521.435822831856,16696.629704814284,-15.619667893009844,1044190.0974737883,0.49999999999999994,0.8660254037844387,0.3709472434182756,-0.013199980419066596,0.013434041966080192
2022-01-08,Amberd 3,-208.90841321778865,17765.793960737527,-1,0.0,70,1028,1,-0.011759024881155159,1701.3309226792444,1119.178811853697,16510.2691525038,16856.512392221954,-14.619667893009844,1243605.5772516269,0.49999999999999994,0.8660254037844387,0.33811271658563524,-0.012900957730901098,0.013151505445059943
2022-01-08,Amberd 3,-208.90841321778865,15621.284403669724,-1,0.0,70,1028,1,-0.013373318596562538,-2144.5095570678022,-2461.150903827729,16483.847134155178,16504.91940596085,-14.619667893009844,1093489.9082568807,0.49999999999999994,0.8660254037844387,0.38452925528674975,-0.011759024881155159,-0.0012148783476891027
2022-01-08,Amberd 3,-208.90841321778865,16025.326761700262,-1,0.0,70,1028,1,-0.01303614062441893,404.0423580305378,-139.07690802450816,16470.801708702504,16485.051276243066,-14.619667893009844,1121772.8733190184,0.49999999999999994,0.8660254037844387,0.37483422008727396,-0.013373318596562538,-0.001359033069046193
